2019-08-01 10:51:54,591 INFO  Logger.cs: 70 - 
2019-08-01 11:04:10,282 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:10,302 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:10,329 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:10,366 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:15,179 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:15,365 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:15,546 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:15,699 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:15,888 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:16,078 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:16,257 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:16,441 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:16,624 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:16,836 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:17,597 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:04:18,158 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:05:47,387 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:05:50,028 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:05:56,658 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:06:00,964 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:06:04,327 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:06:18,657 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:06:31,783 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:07:25,767 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:07:28,674 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:07:57,677 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:07:57,704 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:07:57,759 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:08:37,450 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:08:39,634 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:08:44,630 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:08:47,971 INFO  ExportPropertyManager.cs: 1064 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:16:35,552 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:16:35,727 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:16:35,905 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:16:37,599 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:16:53,787 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:17:49,144 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:19:10,532 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:19:46,431 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:21:08,302 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:22:36,610 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:23:12,448 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:25:45,048 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:27:07,042 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:27:57,155 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:29:05,072 INFO  ExportPropertyManager.cs: 1182 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:30:51,344 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:30:54,829 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:30:57,532 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:30:58,520 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:30:59,320 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:04,719 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:05,642 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:10,375 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:11,282 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:11,987 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:12,719 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:13,814 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:14,097 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:14,485 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:14,877 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:23,610 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:24,845 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:26,196 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:27,564 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:29,975 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:32,246 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:40,533 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:56,580 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:57,486 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:31:58,231 INFO  ExportPropertyManager.cs: 1082 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2019-08-01 11:32:26,440 INFO  ExportPropertyManager.cs: 454 - Configuration saved
2019-08-01 11:32:32,357 INFO  ExportPropertyManager.cs: 542 - Unknown
2019-08-01 11:32:43,641 INFO  ExportHelperExtension.cs: 338 - Creating joint lowerplate
2019-08-01 11:32:43,641 INFO  ExportHelperExtension.cs: 1400 - Fixing components for base_link
2019-08-01 11:32:43,657 INFO  ExportHelperExtension.cs: 1405 - Fixing 278
2019-08-01 11:32:43,657 INFO  ExportHelperExtension.cs: 1413 - Component 278 is already fixed
2019-08-01 11:32:43,719 INFO  ExportHelperExtension.cs: 838 - R1: 0, 0
2019-08-01 11:32:43,719 INFO  ExportHelperExtension.cs: 847 - R2: 0, 0
2019-08-01 11:32:43,719 INFO  ExportHelperExtension.cs: 855 - L1: 0
2019-08-01 11:32:43,719 INFO  ExportHelperExtension.cs: 863 - L2: 0
2019-08-01 11:32:51,641 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child lowerplate failed
2019-08-01 11:32:51,735 INFO  ExportHelperExtension.cs: 338 - Creating joint lowerarm
2019-08-01 11:32:51,735 INFO  ExportHelperExtension.cs: 1400 - Fixing components for lowerplate
2019-08-01 11:32:51,735 INFO  ExportHelperExtension.cs: 1405 - Fixing 245
2019-08-01 11:32:51,735 INFO  ExportHelperExtension.cs: 1413 - Component 245 is already fixed
2019-08-01 11:32:51,735 INFO  ExportHelperExtension.cs: 1405 - Fixing 247
2019-08-01 11:32:51,750 INFO  ExportHelperExtension.cs: 1413 - Component 247 is already fixed
2019-08-01 11:32:51,750 INFO  ExportHelperExtension.cs: 1405 - Fixing 278
2019-08-01 11:32:51,750 INFO  ExportHelperExtension.cs: 1413 - Component 278 is already fixed
2019-08-01 11:32:51,926 INFO  ExportHelperExtension.cs: 838 - R1: 0, 0
2019-08-01 11:32:51,927 INFO  ExportHelperExtension.cs: 847 - R2: 0, 0
2019-08-01 11:32:51,928 INFO  ExportHelperExtension.cs: 855 - L1: 0
2019-08-01 11:32:51,929 INFO  ExportHelperExtension.cs: 863 - L2: 0
2019-08-01 11:32:59,735 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent lowerplate to child lowerarm failed
2019-08-01 11:33:00,331 INFO  ExportHelperExtension.cs: 338 - Creating joint middlearm
2019-08-01 11:33:00,332 INFO  ExportHelperExtension.cs: 1400 - Fixing components for lowerarm
2019-08-01 11:33:00,333 INFO  ExportHelperExtension.cs: 1405 - Fixing 232
2019-08-01 11:33:00,334 INFO  ExportHelperExtension.cs: 1413 - Component 232 is already fixed
2019-08-01 11:33:00,335 INFO  ExportHelperExtension.cs: 1405 - Fixing 242
2019-08-01 11:33:00,336 INFO  ExportHelperExtension.cs: 1413 - Component 242 is already fixed
2019-08-01 11:33:00,337 INFO  ExportHelperExtension.cs: 1405 - Fixing 228
2019-08-01 11:33:00,341 INFO  ExportHelperExtension.cs: 1413 - Component 228 is already fixed
2019-08-01 11:33:00,342 INFO  ExportHelperExtension.cs: 1405 - Fixing 220
2019-08-01 11:33:00,343 INFO  ExportHelperExtension.cs: 1413 - Component 220 is already fixed
2019-08-01 11:33:00,344 INFO  ExportHelperExtension.cs: 1405 - Fixing 224
2019-08-01 11:33:00,345 INFO  ExportHelperExtension.cs: 1413 - Component 224 is already fixed
2019-08-01 11:33:00,346 INFO  ExportHelperExtension.cs: 1405 - Fixing 222
2019-08-01 11:33:00,347 INFO  ExportHelperExtension.cs: 1413 - Component 222 is already fixed
2019-08-01 11:33:00,348 INFO  ExportHelperExtension.cs: 1405 - Fixing 245
2019-08-01 11:33:00,349 INFO  ExportHelperExtension.cs: 1413 - Component 245 is already fixed
2019-08-01 11:33:00,350 INFO  ExportHelperExtension.cs: 1405 - Fixing 247
2019-08-01 11:33:00,350 INFO  ExportHelperExtension.cs: 1413 - Component 247 is already fixed
2019-08-01 11:33:00,351 INFO  ExportHelperExtension.cs: 1405 - Fixing 278
2019-08-01 11:33:00,352 INFO  ExportHelperExtension.cs: 1413 - Component 278 is already fixed
2019-08-01 11:33:01,353 INFO  ExportHelperExtension.cs: 838 - R1: 0, 0
2019-08-01 11:33:01,354 INFO  ExportHelperExtension.cs: 847 - R2: 0, 0
2019-08-01 11:33:01,355 INFO  ExportHelperExtension.cs: 855 - L1: 0
2019-08-01 11:33:01,356 INFO  ExportHelperExtension.cs: 863 - L2: 0
2019-08-01 11:33:08,689 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent lowerarm to child middlearm failed
2019-08-01 11:33:09,282 INFO  ExportHelperExtension.cs: 338 - Creating joint upperarm
2019-08-01 11:33:09,283 INFO  ExportHelperExtension.cs: 1400 - Fixing components for middlearm
2019-08-01 11:33:09,284 INFO  ExportHelperExtension.cs: 1405 - Fixing 243
2019-08-01 11:33:09,285 INFO  ExportHelperExtension.cs: 1413 - Component 243 is already fixed
2019-08-01 11:33:09,286 INFO  ExportHelperExtension.cs: 1405 - Fixing 231
2019-08-01 11:33:09,287 INFO  ExportHelperExtension.cs: 1413 - Component 231 is already fixed
2019-08-01 11:33:09,288 INFO  ExportHelperExtension.cs: 1405 - Fixing 219
2019-08-01 11:33:09,289 INFO  ExportHelperExtension.cs: 1413 - Component 219 is already fixed
2019-08-01 11:33:09,290 INFO  ExportHelperExtension.cs: 1405 - Fixing 221
2019-08-01 11:33:09,290 INFO  ExportHelperExtension.cs: 1413 - Component 221 is already fixed
2019-08-01 11:33:09,291 INFO  ExportHelperExtension.cs: 1405 - Fixing 223
2019-08-01 11:33:09,292 INFO  ExportHelperExtension.cs: 1413 - Component 223 is already fixed
2019-08-01 11:33:09,293 INFO  ExportHelperExtension.cs: 1405 - Fixing 227
2019-08-01 11:33:09,294 INFO  ExportHelperExtension.cs: 1413 - Component 227 is already fixed
2019-08-01 11:33:09,295 INFO  ExportHelperExtension.cs: 1405 - Fixing 232
2019-08-01 11:33:09,296 INFO  ExportHelperExtension.cs: 1413 - Component 232 is already fixed
2019-08-01 11:33:09,297 INFO  ExportHelperExtension.cs: 1405 - Fixing 242
2019-08-01 11:33:09,298 INFO  ExportHelperExtension.cs: 1413 - Component 242 is already fixed
2019-08-01 11:33:09,299 INFO  ExportHelperExtension.cs: 1405 - Fixing 228
2019-08-01 11:33:09,300 INFO  ExportHelperExtension.cs: 1413 - Component 228 is already fixed
2019-08-01 11:33:09,301 INFO  ExportHelperExtension.cs: 1405 - Fixing 220
2019-08-01 11:33:09,302 INFO  ExportHelperExtension.cs: 1413 - Component 220 is already fixed
2019-08-01 11:33:09,303 INFO  ExportHelperExtension.cs: 1405 - Fixing 224
2019-08-01 11:33:09,304 INFO  ExportHelperExtension.cs: 1413 - Component 224 is already fixed
2019-08-01 11:33:09,305 INFO  ExportHelperExtension.cs: 1405 - Fixing 222
2019-08-01 11:33:09,306 INFO  ExportHelperExtension.cs: 1413 - Component 222 is already fixed
2019-08-01 11:33:09,307 INFO  ExportHelperExtension.cs: 1405 - Fixing 245
2019-08-01 11:33:09,308 INFO  ExportHelperExtension.cs: 1413 - Component 245 is already fixed
2019-08-01 11:33:09,309 INFO  ExportHelperExtension.cs: 1405 - Fixing 247
2019-08-01 11:33:09,310 INFO  ExportHelperExtension.cs: 1413 - Component 247 is already fixed
2019-08-01 11:33:09,311 INFO  ExportHelperExtension.cs: 1405 - Fixing 278
2019-08-01 11:33:09,312 INFO  ExportHelperExtension.cs: 1413 - Component 278 is already fixed
2019-08-01 11:33:10,211 INFO  ExportHelperExtension.cs: 838 - R1: 0, 0
2019-08-01 11:33:10,212 INFO  ExportHelperExtension.cs: 847 - R2: 0, 0
2019-08-01 11:33:10,213 INFO  ExportHelperExtension.cs: 855 - L1: 0
2019-08-01 11:33:10,214 INFO  ExportHelperExtension.cs: 863 - L2: 0
2019-08-01 11:33:18,134 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent middlearm to child upperarm failed
2019-08-01 11:33:18,479 INFO  ExportHelperExtension.cs: 338 - Creating joint upperplate
2019-08-01 11:33:18,480 INFO  ExportHelperExtension.cs: 1400 - Fixing components for upperarm
2019-08-01 11:33:18,481 INFO  ExportHelperExtension.cs: 1405 - Fixing 82
2019-08-01 11:33:18,482 INFO  ExportHelperExtension.cs: 1413 - Component 82 is already fixed
2019-08-01 11:33:18,483 INFO  ExportHelperExtension.cs: 1405 - Fixing 162
2019-08-01 11:33:18,484 INFO  ExportHelperExtension.cs: 1413 - Component 162 is already fixed
2019-08-01 11:33:18,485 INFO  ExportHelperExtension.cs: 1405 - Fixing 79
2019-08-01 11:33:18,486 INFO  ExportHelperExtension.cs: 1413 - Component 79 is already fixed
2019-08-01 11:33:18,487 INFO  ExportHelperExtension.cs: 1405 - Fixing 76
2019-08-01 11:33:18,488 INFO  ExportHelperExtension.cs: 1413 - Component 76 is already fixed
2019-08-01 11:33:18,489 INFO  ExportHelperExtension.cs: 1405 - Fixing 243
2019-08-01 11:33:18,490 INFO  ExportHelperExtension.cs: 1413 - Component 243 is already fixed
2019-08-01 11:33:18,491 INFO  ExportHelperExtension.cs: 1405 - Fixing 231
2019-08-01 11:33:18,492 INFO  ExportHelperExtension.cs: 1413 - Component 231 is already fixed
2019-08-01 11:33:18,493 INFO  ExportHelperExtension.cs: 1405 - Fixing 219
2019-08-01 11:33:18,494 INFO  ExportHelperExtension.cs: 1413 - Component 219 is already fixed
2019-08-01 11:33:18,495 INFO  ExportHelperExtension.cs: 1405 - Fixing 221
2019-08-01 11:33:18,497 INFO  ExportHelperExtension.cs: 1413 - Component 221 is already fixed
2019-08-01 11:33:18,498 INFO  ExportHelperExtension.cs: 1405 - Fixing 223
2019-08-01 11:33:18,498 INFO  ExportHelperExtension.cs: 1413 - Component 223 is already fixed
2019-08-01 11:33:18,499 INFO  ExportHelperExtension.cs: 1405 - Fixing 227
2019-08-01 11:33:18,500 INFO  ExportHelperExtension.cs: 1413 - Component 227 is already fixed
2019-08-01 11:33:18,501 INFO  ExportHelperExtension.cs: 1405 - Fixing 232
2019-08-01 11:33:18,502 INFO  ExportHelperExtension.cs: 1413 - Component 232 is already fixed
2019-08-01 11:33:18,503 INFO  ExportHelperExtension.cs: 1405 - Fixing 242
2019-08-01 11:33:18,505 INFO  ExportHelperExtension.cs: 1413 - Component 242 is already fixed
2019-08-01 11:33:18,506 INFO  ExportHelperExtension.cs: 1405 - Fixing 228
2019-08-01 11:33:18,507 INFO  ExportHelperExtension.cs: 1413 - Component 228 is already fixed
2019-08-01 11:33:18,508 INFO  ExportHelperExtension.cs: 1405 - Fixing 220
2019-08-01 11:33:18,509 INFO  ExportHelperExtension.cs: 1413 - Component 220 is already fixed
2019-08-01 11:33:18,510 INFO  ExportHelperExtension.cs: 1405 - Fixing 224
2019-08-01 11:33:18,511 INFO  ExportHelperExtension.cs: 1413 - Component 224 is already fixed
2019-08-01 11:33:18,512 INFO  ExportHelperExtension.cs: 1405 - Fixing 222
2019-08-01 11:33:18,513 INFO  ExportHelperExtension.cs: 1413 - Component 222 is already fixed
2019-08-01 11:33:18,514 INFO  ExportHelperExtension.cs: 1405 - Fixing 245
2019-08-01 11:33:18,515 INFO  ExportHelperExtension.cs: 1413 - Component 245 is already fixed
2019-08-01 11:33:18,516 INFO  ExportHelperExtension.cs: 1405 - Fixing 247
2019-08-01 11:33:18,517 INFO  ExportHelperExtension.cs: 1413 - Component 247 is already fixed
2019-08-01 11:33:18,518 INFO  ExportHelperExtension.cs: 1405 - Fixing 278
2019-08-01 11:33:18,519 INFO  ExportHelperExtension.cs: 1413 - Component 278 is already fixed
2019-08-01 11:33:19,627 INFO  ExportHelperExtension.cs: 838 - R1: 0, 0
2019-08-01 11:33:19,642 INFO  ExportHelperExtension.cs: 847 - R2: 0, 0
2019-08-01 11:33:19,642 INFO  ExportHelperExtension.cs: 855 - L1: 0
2019-08-01 11:33:19,642 INFO  ExportHelperExtension.cs: 863 - L2: 0
2019-08-01 11:33:27,689 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent upperarm to child upperplate failed
2019-08-01 11:33:27,948 INFO  ExportHelperExtension.cs: 338 - Creating joint leftknuckle
2019-08-01 11:33:27,949 INFO  ExportHelperExtension.cs: 1400 - Fixing components for upperplate
2019-08-01 11:33:27,950 INFO  ExportHelperExtension.cs: 1405 - Fixing 169
2019-08-01 11:33:27,951 INFO  ExportHelperExtension.cs: 1413 - Component 169 is already fixed
